"","ID","PlayerID","Date","LocalTime","StandardTime","PickBan","WarmUp","Advantage","Map","StartSide","TKills","TAssists","TDeaths","CTKills","CTAssists","CTDeaths","Damage","ADR","HS","Result","Rank","Queue","Rating","AvgFriendly","AvgEnemy","AverageOverall","Comments","KASTPercentage","GamesToday","LossStreak","WinStreak","LeetifyRating","LeetifyPosition","LeetifyAim","LeetifyUtility","gamesTest","SID","eloDiff","MTime","dayDifference","TotalKills","TotalAssists","TotalDeaths","AvgDelta","KDR"
"169",344,1,2024-04-21,1899-12-31 21:22:00,1899-12-31 21:22:00,"First","AimLabs","Them","Mirage","T",11,3,7,4,2,2,1448,85,46,"Win",12282,1,1.49,10157,10523,10383,NA,NA,4,0,3,NA,NA,NA,NA,2,"Prem 344",299,21:22:00,0,15,5,9,-366,1.66666666666667
"170",345,1,2024-04-21,1899-12-31 21:48:00,1899-12-31 21:48:00,"First","None","Us","Nuke","CT",8,2,10,8,1,9,1596,69,31,"Loss",12581,1,0.88,12922,12931,12893,NA,NA,5,1,0,NA,NA,NA,NA,2,"Prem 345",-105,21:48:00,0,16,3,19,-9,0.842105263157895
"171",346,1,2024-04-21,1899-12-31 22:39:00,1899-12-31 22:39:00,"Second","AimLabs","Neither","Overpass","CT",1,2,4,5,2,10,1014,63,0,"Loss",12476,1,0.61,12449,11441,12009,NA,NA,6,2,0,NA,NA,NA,NA,2,"Prem 346",-199,22:39:00,0,6,4,14,1008,0.428571428571429
"172",347,1,2024-04-21,1899-12-31 23:20:00,1899-12-31 23:20:00,"First","None","Them","Vertigo","T",10,1,6,5,4,4,1352,71,33,"Win",12277,1,1.22,10084,10071,10110,NA,NA,7,0,1,NA,NA,NA,NA,2,"Prem 347",107,23:20:00,0,15,5,10,13,1.5
"173",348,1,2024-04-22,1899-12-31,1899-12-31,"Second","AimLabs","Us","Anubis","CT",9,4,7,7,3,9,1793,74,43,"Loss",12384,1,1.04,12292,12141,12274,NA,NA,1,1,0,NA,NA,NA,NA,1,"Prem 348",-255,00:00:00,1,16,7,16,151,1
"174",349,1,2024-04-22,1899-12-31 20:32:00,1899-12-31 20:32:00,"First","AimLabs","Us","Mirage","T",6,3,9,6,2,8,1285,53,8,"Loss",12129,1,0.8,11539,11334,11392,NA,NA,2,2,0,NA,NA,NA,NA,2,"Prem 349",-351,20:32:00,0,12,5,17,205,0.705882352941177
"175",350,1,2024-04-22,1899-12-31 21:52:00,1899-12-31 21:52:00,"First","AimLabs","Them","Vertigo","T",11,3,9,11,4,6,2330,105,18,"Win",11778,1,1.54,10996,11003,11015,NA,NA,3,0,1,NA,NA,NA,NA,2,"Prem 350",107,21:52:00,0,22,7,15,-7,1.46666666666667
"176",351,1,2024-04-22,1899-12-31 22:31:00,1899-12-31 22:31:00,"Second","None","Them","Anubis","CT",8,1,6,6,4,8,1445,62,14,"Win",11885,1,1.06,11614,12049,11889,NA,NA,4,0,2,NA,NA,NA,NA,2,"Prem 351",112,22:31:00,0,14,5,14,-435,1
"177",352,1,2024-04-22,1899-12-31 23:23:00,1899-12-31 23:23:00,"First","AimLabs","Us","Nuke","T",9,3,10,17,1,9,2589,89,15,"Win",11997,1,1.4,13161,12657,12912,NA,NA,5,0,3,NA,NA,NA,NA,2,"Prem 352",360,23:23:00,0,26,4,19,504,1.36842105263158
"178",354,1,2024-04-24,1899-12-31,1899-12-31,"First","AimLabs","Us","Anubis","CT",4,0,3,13,6,9,1770,98,23,"Win",12254,1,1.45,11343,10200,11041,NA,NA,1,0,1,NA,NA,NA,NA,1,"Prem 354",102,00:00:00,1,17,6,12,1143,1.41666666666667
"179",357,1,2024-04-25,1899-12-31 22:23:00,1899-12-31 22:23:00,"First","AimLabs","Them","Dust II","T",10,0,9,5,2,11,1631,70,26,"Loss",12353,1,0.75,11909,10932,11494,NA,NA,1,1,0,NA,NA,NA,NA,1,"Prem 357",-341,22:23:00,1,15,2,20,977,0.75
"180",358,1,2024-04-25,1899-12-31 23:03:00,1899-12-31 23:03:00,"Second","None","Them","Dust II","CT",7,3,4,4,3,5,1494,83,36,"Win",12012,1,1.24,11702,11474,11372,NA,NA,2,0,1,NA,NA,NA,NA,2,"Prem 358",120,23:03:00,0,11,6,9,228,1.22222222222222
"181",359,1,2024-04-25,1899-12-31 23:50:00,1899-12-31 23:50:00,"First","AimLabs","Them","Vertigo","T",8,4,9,8,2,7,2088,90,43,"Loss",12132,1,1.1,12605,10298,11471,NA,NA,3,1,0,NA,NA,NA,NA,2,"Prem 359",-142,23:50:00,0,16,6,16,2307,1
"182",360,1,2024-04-26,1899-12-31 00:40:00,1899-12-31 00:40:00,"First","AimLabs","Them","Mirage","T",7,4,8,8,2,9,1604,72,33,"Loss",11990,1,1,12615,12251,12528,NA,NA,1,2,0,NA,NA,NA,NA,1,"Prem 360",-350,00:40:00,1,15,6,17,364,0.882352941176471
"183",361,1,2024-04-26,1899-12-31 20:31:00,1899-12-31 20:31:00,"First","AimLabs","Us","Vertigo","T",7,3,11,7,2,3,1479,82,14,"Loss",11640,1,1.19,10973,11135,10985,NA,NA,2,3,0,NA,NA,NA,NA,2,"Prem 361",-271,20:31:00,0,14,5,14,-162,1
"184",362,1,2024-04-26,1899-12-31 21:14:00,1899-12-31 21:14:00,"First","AimLabs","Neither","Dust II","T",3,6,10,5,1,2,1184,69,37,"Win",11369,1,1.01,11728,11708,11777,NA,NA,3,0,1,NA,NA,NA,NA,2,"Prem 362",104,21:14:00,0,8,7,12,20,0.666666666666667
"185",363,1,2024-04-26,1899-12-31 21:53:00,1899-12-31 21:53:00,"Second","None","Them","Nuke","CT",6,2,6,9,5,8,1845,87,46,"Win",11473,1,1.2,10873,10513,10705,NA,NA,4,0,2,NA,NA,NA,NA,2,"Prem 363",126,21:53:00,0,15,7,14,360,1.07142857142857
"186",364,1,2024-04-26,1899-12-31 23:05:00,1899-12-31 23:05:00,"Second","AimLabs","Us","Vertigo","CT",5,4,9,9,3,8,1518,63,14,"Loss",11599,1,0.88,11570,10885,11337,NA,NA,5,1,0,NA,NA,NA,NA,2,"Prem 364",-106,23:05:00,0,14,7,17,685,0.823529411764706
"187",365,1,2024-04-26,1899-12-31 23:48:00,1899-12-31 23:48:00,"First","None","Them","Dust II","T",11,2,9,10,2,5,2003,91,38,"Loss",11493,1,1.43,11804,11881,11849,NA,NA,6,2,0,NA,NA,NA,NA,2,"Prem 365",-151,23:48:00,0,21,4,14,-77,1.5
"188",366,1,2024-04-27,1899-12-31 15:55:00,1899-12-31 15:55:00,"First","None","Neither","Inferno","T",9,0,12,8,3,10,2052,70,29,"Loss",11342,1,0.83,10388,10276,10358,NA,NA,1,3,0,NA,NA,NA,NA,1,"Prem 366",-321,15:55:00,1,17,3,22,112,0.772727272727273
"189",367,1,2024-04-28,1899-12-31 20:22:00,1899-12-31 20:22:00,"First","AimLabs","Us","Dust II","T",7,3,8,6,1,6,1621,77,46,"Loss",11021,1,0.97,10320,10826,10540,NA,NA,1,4,0,NA,NA,NA,NA,1,"Prem 367",-442,20:22:00,1,13,4,14,-506,0.928571428571429
"190",368,1,2024-04-28,1899-12-31 21:11:00,1899-12-31 21:11:00,"First","AimLabs","Us","Dust II","T",3,4,10,4,1,6,1138,59,57,"Loss",10579,1,0.73,9729,10066,9891,NA,NA,2,5,0,NA,NA,NA,NA,2,"Prem 368",-379,21:11:00,0,7,5,16,-337,0.4375
"191",369,1,2024-04-28,1899-12-31 21:56:00,1899-12-31 21:56:00,"Second","None","Us","Dust II","CT",1,2,3,10,1,10,1290,86,54,"Loss",10200,1,1.02,10002,9946,10006,NA,NA,3,6,0,NA,NA,NA,NA,2,"Prem 369",-200,21:56:00,0,11,3,13,56,0.846153846153846
"192",370,1,2024-04-28,1899-12-31 22:22:00,1899-12-31 22:22:00,"Second","None","Them","Vertigo","CT",1,1,6,9,2,10,1117,62,50,"Loss",10000,1,0.69,9705,9700,8930,NA,NA,4,7,0,NA,NA,NA,NA,2,"Prem 370",-118,22:22:00,0,10,3,16,5,0.625
"193",371,1,2024-04-28,1899-12-31 22:56:00,1899-12-31 22:56:00,"Second","None","Us","Dust II","T",6,2,12,4,1,3,1135,75,50,"Loss",9882,1,0.86,8586,8831,8696,NA,NA,5,8,0,NA,NA,NA,NA,2,"Prem 371",-558,22:56:00,0,10,3,15,-245,0.666666666666667
"194",372,1,2024-04-28,1899-12-31 23:26:00,1899-12-31 23:26:00,"Second","None","Them","Vertigo","CT",6,1,8,13,2,7,1993,90,21,"Loss",9324,1,1.29,8988,8467,8673,NA,NA,6,9,0,NA,NA,NA,NA,2,"Prem 372",-557,23:26:00,0,19,3,15,521,1.26666666666667
"195",373,1,2024-04-29,1899-12-31 00:20:00,1899-12-31 00:20:00,"Second","AimLabs","Us","Vertigo","CT",10,2,3,10,5,9,2331,122,30,"Win",8767,1,1.69,8477,7575,7965,NA,NA,1,0,1,NA,NA,NA,NA,1,"Prem 373",122,00:20:00,1,20,7,12,902,1.66666666666667
"196",374,1,2024-04-29,1899-12-31 21:12:00,1899-12-31 21:12:00,"Second","None","Us","Vertigo","CT",3,1,1,13,4,5,1624,108,12,"Win",8889,1,1.79,7880,8491,8499,NA,NA,2,0,2,NA,NA,NA,NA,2,"Prem 374",121,21:12:00,0,16,5,6,-611,2.66666666666667
"197",380,1,2024-04-30,1899-12-31 15:27:00,1899-12-31 15:27:00,"First","AimLabs","Them","Nuke","T",6,4,8,11,3,9,1793,81,41,"Win",9122,1,1.22,8336,8213,8260,NA,NA,2,0,1,NA,NA,NA,NA,2,"Prem 380",123,15:27:00,0,17,7,17,123,1
"198",381,1,2024-04-30,1899-12-31 16:06:00,1899-12-31 16:06:00,"First","None","Them","Nuke","CT",7,4,11,9,4,8,2123,88,50,"Loss",9245,1,1.06,10023,11106,10440,NA,NA,3,1,0,NA,NA,NA,NA,2,"Prem 381",-111,16:06:00,0,16,8,19,-1083,0.842105263157895
"199",382,1,2024-04-30,1899-12-31 21:10:00,1899-12-31 21:10:00,"Second","AimLabs","Them","Mirage","CT",2,4,11,11,5,6,1611,83,15,"Loss",9134,1,1.07,9612,9000,9385,NA,NA,4,2,0,NA,NA,NA,NA,2,"Prem 382",-148,21:10:00,0,13,9,17,612,0.764705882352941
"200",383,1,2024-04-30,1899-12-31 22:01:00,1899-12-31 22:01:00,"Second","AimLabs","Us","Dust II","CT",9,3,6,8,3,8,1686,73,41,"Win",8986,1,1.18,9372,9111,9244,NA,NA,5,0,1,NA,NA,NA,NA,2,"Prem 383",116,22:01:00,0,17,6,14,261,1.21428571428571
"201",384,1,2024-04-30,1899-12-31 23:04:00,1899-12-31 23:04:00,"Second","AimLabs","Them","Inferno","T",8,5,6,4,3,11,1691,70,25,"Win",9102,1,0.84,9716,9030,9418,NA,NA,6,0,2,NA,NA,NA,NA,2,"Prem 384",150,23:04:00,0,12,8,17,686,0.705882352941177
"202",385,1,2024-04-30,1899-12-31 23:48:00,1899-12-31 23:48:00,"Second","None","Us","Nuke","CT",6,1,4,13,5,8,2051,102,26,"Win",9252,1,1.55,9719,8843,9259,NA,NA,7,0,3,NA,NA,NA,NA,2,"Prem 385",360,23:48:00,0,19,6,12,876,1.58333333333333
"203",387,1,2024-05-01,1899-12-31 21:37:00,1899-12-31 21:37:00,"Second","None","Us","Anubis","CT",3,3,6,9,4,7,1495,74,33,"Win",9512,1,1.06,9670,9611,9639,NA,NA,2,0,1,NA,NA,NA,NA,2,"Prem 387",122,21:37:00,0,12,7,13,59,0.923076923076923
"204",388,1,2024-05-01,1899-12-31 22:15:00,1899-12-31 22:15:00,"Second","None","Them","Anubis","CT",10,3,5,11,3,10,2181,94,23,"Loss",9634,1,1.44,9401,9852,9723,NA,NA,3,1,0,NA,NA,NA,NA,2,"Prem 388",-105,22:15:00,0,21,6,15,-451,1.4
"205",399,1,2024-05-12,1899-12-31 11:08:00,1899-12-31 11:08:00,"First","None","Us","Ancient","T",5,5,4,12,1,9,1986,86,29,"Win",9767,1,1.34,9775,9043,9375,NA,NA,1,0,1,NA,NA,NA,NA,1,"Prem 399",232,11:08:00,1,17,6,13,732,1.30769230769231
"206",402,1,2024-05-12,1899-12-31 22:40:00,1899-12-31 22:40:00,"Second","AimLabs","Us","Nuke","CT",5,5,7,8,1,8,1662,72,23,"Win",9792,1,1.07,9256,9811,9525,NA,NA,4,0,1,NA,NA,NA,NA,2,"Prem 402",207,22:40:00,0,13,6,15,-555,0.866666666666667
"207",403,1,2024-05-12,1899-12-31 23:24:00,1899-12-31 23:24:00,"Second","AimLabs","Neither","Inferno","CT",7,1,4,12,3,8,1789,85,42,"Loss",9999,1,1.43,9796,9992,9912,NA,NA,5,1,0,NA,NA,NA,NA,2,"Prem 403",-118,23:24:00,0,19,4,12,-196,1.58333333333333
"208",404,1,2024-05-13,1899-12-31 00:14:00,1899-12-31 00:14:00,"First","AimLabs","Them","Mirage","T",11,4,9,4,1,7,1548,70,46,"Win",9881,1,1.04,9330,9393,9397,NA,NA,1,0,1,NA,NA,NA,NA,1,"Prem 404",118,00:14:00,1,15,5,16,-63,0.9375
"209",405,1,2024-05-13,1899-12-31 18:32:00,1899-12-31 18:32:00,"Second","AimLabs","Neither","Ancient","CT",7,1,7,9,1,6,1547,70,50,"Win",9999,1,1.15,11059,10418,10780,NA,NA,2,0,2,NA,NA,NA,NA,2,"Prem 405",116,18:32:00,0,16,2,13,641,1.23076923076923
"210",407,1,2024-05-13,1899-12-31 22:03:00,1899-12-31 22:03:00,"Second","AimLabs","Neither","Dust II","CT",7,1,9,5,4,6,1396,60,30,"Win",10014,1,1.02,11268,11415,11432,NA,NA,4,0,1,NA,NA,NA,NA,2,"Prem 407",354,22:03:00,0,12,5,15,-147,0.8
"211",409,1,2024-05-13,1899-12-31 23:35:00,1899-12-31 23:35:00,"Second","AimLabs","Us","Inferno","CT",6,0,6,11,3,9,1444,68,64,"Loss",10255,1,1.14,11239,11258,11341,NA,NA,6,2,0,NA,NA,NA,NA,2,"Prem 409",-104,23:35:00,0,17,3,15,-19,1.13333333333333
"212",412,1,2024-05-14,1899-12-31 20:01:00,1899-12-31 20:01:00,"First","None","Them","Mirage","T",10,2,10,8,3,7,1622,73,27,"Loss",10000,1,1.05,9420,9626,9592,NA,NA,3,5,0,NA,NA,NA,NA,2,"Prem 412",-125,20:01:00,0,18,5,17,-206,1.05882352941176
"213",414,1,2024-05-14,1899-12-31 21:19:00,1899-12-31 21:19:00,"Second","None","Them","Dust II","T",5,5,8,4,2,10,1153,48,66,"Win",9999,1,0.47,10470,7828,9224,NA,NA,5,0,2,NA,NA,NA,NA,2,"Prem 414",108,21:19:00,0,9,7,18,2642,0.5
"214",415,1,2024-05-14,1899-12-31 22:09:00,1899-12-31 22:09:00,"First","AimLabs","Us","Mirage","T",3,2,10,0,1,3,735,43,66,"Loss",10107,1,0.29,11093,11300,11227,NA,NA,6,1,0,NA,NA,NA,NA,2,"Prem 415",-107,22:09:00,0,3,3,13,-207,0.230769230769231
"215",416,1,2024-05-14,1899-12-31 22:50:00,1899-12-31 22:50:00,"First","AimLabs","Them","Vertigo","T",10,0,8,15,4,9,2691,92,40,"Win",10000,1,1.37,9745,9812,9820,NA,NA,7,0,1,NA,NA,NA,NA,2,"Prem 416",110,22:50:00,0,25,4,17,-67,1.47058823529412
"216",423,1,2024-05-23,1899-12-31 20:56:00,1899-12-31 20:56:00,"First","AimLabs","Us","Vertigo","T",9,1,7,4,3,4,1317,69,46,"Win",10978,1,1.17,11980,11243,11695,NA,NA,3,0,2,NA,NA,NA,NA,2,"Prem 423",373,20:56:00,0,13,4,11,737,1.18181818181818
"217",424,1,2024-05-23,1899-12-31 22:57:00,1899-12-31 22:57:00,"First","AimLabs","Us","Vertigo","T",1,2,10,2,0,2,645,45,100,"Loss",11351,1,0.27,10557,11514,11086,NA,NA,4,1,0,NA,NA,NA,NA,2,"Prem 424",-114,22:57:00,0,3,2,12,-957,0.25
"218",425,1,2024-05-23,1899-12-31 23:23:00,1899-12-31 23:23:00,"Second","None","Us","Dust II","CT",0,3,2,7,5,5,1081,67,57,"Win",11237,1,1.17,12149,11322,11923,NA,NA,5,0,1,NA,NA,NA,NA,2,"Prem 425",359,23:23:00,0,7,8,7,827,1
"219",426,1,2024-05-27,1899-12-31 21:22:00,1899-12-31 21:22:00,"First","None","Neither","Ancient","T",6,4,8,3,3,7,1276,63,33,"Loss",11596,1,0.88,12417,12199,12349,NA,NA,1,1,0,NA,NA,NA,NA,1,"Prem 426",-122,21:22:00,4,9,7,15,218,0.6
"220",427,1,2024-05-27,1899-12-31 22:11:00,1899-12-31 22:11:00,"First","AimLabs","Them","Vertigo","T",7,0,11,6,1,7,1823,91,38,"Loss",11474,1,0.86,11344,11364,11359,NA,NA,2,2,0,NA,NA,NA,NA,2,"Prem 427",-111,22:11:00,0,13,1,18,-20,0.722222222222222
"221",442,1,2024-07-03,1899-12-31 19:33:00,1899-12-31 19:33:00,"Second","None","Us","Dust II","CT",3,2,5,4,1,9,884,36,42,"Win",10779,1,0.59,14934,14974,14953,NA,NA,1,0,2,NA,NA,NA,NA,1,"Prem 442",222,19:33:00,2,7,3,14,-40,0.5
"222",450,1,2024-07-10,1899-12-31 23:09:00,1899-12-31 23:09:00,"First","None","Them","Mirage","T",12,0,5,3,2,3,1691,99,60,"Win",10559,1,1.5,10021,9812,9932,NA,NA,1,0,2,NA,NA,NA,NA,1,"Prem 450",122,23:09:00,2,15,2,8,209,1.875
"223",453,1,2024-07-17,1899-12-31 19:19:00,1899-12-31 19:19:00,"First","None","Us","Dust II","CT",1,7,13,7,3,12,1649,54,9,"Loss",10000,1,0.58,9834,9112,9514,NA,NA,1,3,0,NA,NA,NA,NA,1,"Prem 453",-107,19:19:00,3,8,10,25,722,0.32
"224",461,1,2024-07-22,1899-12-31 20:30:00,1899-12-31 20:30:00,"Second","AimLabs","Them","Dust II","T",10,3,9,9,3,6,2127,101,36,"Win",8856,1,1.38,8703,8600,8673,NA,NA,2,0,1,NA,NA,NA,NA,2,"Prem 461",112,20:30:00,0,19,6,15,103,1.26666666666667
"225",462,1,2024-07-22,1899-12-31 22:18:00,1899-12-31 22:18:00,"Second","AimLabs","Us","Dust II","CT",10,3,6,11,1,8,2175,98,33,"Win",8968,1,1.49,8748,8733,8800,NA,NA,3,0,2,NA,NA,NA,NA,2,"Prem 462",124,22:18:00,0,21,4,14,15,1.5
"226",464,1,2024-07-26,1899-12-31 22:07:00,1899-12-31 22:07:00,"Second","AimLabs","Them","Dust II","CT",9,4,10,11,2,9,2217,100,35,"Win",9370,1,1.24,9344,9607,9476,NA,NA,1,0,4,NA,NA,NA,NA,1,"Prem 464",362,22:07:00,3,20,6,19,-263,1.05263157894737
"227",471,1,2024-07-30,1899-12-31 22:51:00,1899-12-31 22:51:00,"Second","AimLabs","Neither","Ancient","T",9,1,10,8,0,3,1833,83,41,"Win",11145,1,1.19,12273,12227,12368,NA,NA,1,0,1,NA,NA,NA,NA,1,"Prem 471",411,22:51:00,1,17,1,13,46,1.30769230769231
"228",485,1,2024-08-08,1899-12-31 22:35:00,1899-12-31 22:35:00,"First","None","Us","Mirage","CT",14,2,7,10,4,7,2674,116,45,"Win",11608,1,NA,NA,NA,NA,NA,NA,5,0,1,NA,NA,NA,NA,2,"Prem 485",317,22:35:00,0,24,6,14,NA,1.71428571428571
"229",486,1,2024-08-08,1899-12-31 23:20:00,1899-12-31 23:20:00,"First","None","Them","Nuke","CT",4,4,8,7,5,8,1660,75,63,"Loss",11925,1,NA,NA,NA,NA,NA,NA,6,1,0,NA,NA,NA,NA,2,"Prem 486",-118,23:20:00,0,11,9,16,NA,0.6875
"230",487,1,2024-08-09,1899-12-31 23:27:00,1899-12-31 23:27:00,"First","AimLabs","Us","Vertigo","T",9,4,7,3,7,10,1551,67,33,"Win",11807,1,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,1,"Prem 487",161,23:27:00,1,12,11,17,NA,0.705882352941177
"231",491,1,2024-08-13,1899-12-31 22:38:00,1899-12-31 22:38:00,"First","None","Us","Inferno","T",4,2,6,4,3,6,1025,53,25,"Win",12523,1,NA,NA,NA,NA,NA,NA,1,0,3,NA,NA,NA,NA,1,"Prem 491",368,22:38:00,1,8,5,12,NA,0.666666666666667
"232",492,1,2024-08-13,1899-12-31 23:28:00,1899-12-31 23:28:00,"First","AimLabs","Us","Inferno","T",6,4,12,7,6,11,1984,66,30,"Win",12891,1,NA,NA,NA,NA,NA,NA,2,0,4,NA,NA,NA,NA,2,"Prem 492",366,23:28:00,0,13,10,23,NA,0.565217391304348
"233",493,1,2024-08-14,1899-12-31 00:42:00,1899-12-31 00:42:00,"Second","AimLabs","Neither","Anubis","CT",9,1,4,8,4,9,1918,106,35,"Loss",13257,1,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,1,"Prem 493",-105,00:42:00,1,17,5,13,NA,1.30769230769231
"234",494,1,2024-08-14,1899-12-31 17:21:00,1899-12-31 17:21:00,"Second","AimLabs","Us","Nuke","CT",5,4,9,7,5,8,1595,75,25,"Loss",13152,1,NA,NA,NA,NA,NA,NA,2,2,0,NA,NA,NA,NA,2,"Prem 494",-111,17:21:00,0,12,9,17,NA,0.705882352941177
"235",496,1,2024-08-14,1899-12-31 19:25:00,1899-12-31 19:25:00,"Second","AimLabs","Us","Nuke","CT",3,0,3,8,2,3,1116,69,45,"Win",13272,1,NA,NA,NA,NA,NA,NA,4,0,2,NA,NA,NA,NA,2,"Prem 496",321,19:25:00,0,11,2,6,NA,1.83333333333333
"236",499,1,2024-08-22,1899-12-31 21:55:00,1899-12-31 21:55:00,"First","AimLabs","Us","Inferno","T",6,4,12,2,1,5,1066,59,12,"Loss",13583,1,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,1,"Prem 499",-440,21:55:00,5,8,5,17,NA,0.470588235294118
"237",500,1,2024-08-22,1899-12-31 22:44:00,1899-12-31 22:44:00,"First","AimLabs","Them","Nuke","T",6,2,6,5,2,4,1080,60,36,"Win",13143,1,NA,NA,NA,NA,NA,NA,2,0,1,NA,NA,NA,NA,2,"Prem 500",120,22:44:00,0,11,4,10,NA,1.1
"238",501,1,2024-08-25,1899-12-31 15:24:00,1899-12-31 15:24:00,"Second","AimLabs","Us","Vertigo","CT",3,0,7,13,1,9,1424,74,25,"Loss",13263,1,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,1,"Prem 501",-117,15:24:00,3,16,1,16,NA,1
"239",502,1,2024-08-25,1899-12-31 16:10:00,1899-12-31 16:10:00,"Second","AimLabs","Us","Mirage","CT",5,8,9,11,4,9,2187,99,50,"Loss",13146,1,NA,NA,NA,NA,NA,NA,2,2,0,NA,NA,NA,NA,2,"Prem 502",-266,16:10:00,0,16,12,18,NA,0.888888888888889
"240",503,1,2024-08-25,1899-12-31 16:57:00,1899-12-31 16:57:00,"First","None","Them","Dust II","T",7,4,10,5,2,8,1377,62,50,"Loss",12880,1,NA,NA,NA,NA,NA,NA,3,3,0,NA,NA,NA,NA,2,"Prem 503",-313,16:57:00,0,12,6,18,NA,0.666666666666667
"241",524,1,2024-10-08,1899-12-31 21:57:00,1899-12-31 21:57:00,"First","AimLabs","Us","Dust II","T",8,3,7,5,3,8,1427,64,30,"Loss",14001,1,0.87,14449,14938,14766,NA,NA,1,2,0,1.86,69,43,60,1,"Prem 524",-116,21:57:00,3,13,6,15,-489,0.866666666666667
"242",525,1,2024-10-08,1899-12-31 22:47:00,1899-12-31 22:47:00,"Second","AimLabs","Them","Nuke","T",8,1,10,4,3,5,1376,76,25,"Loss",13885,1,0.95,14104,14253,14168,NA,NA,2,3,0,-1.25,69,44,32,2,"Prem 525",-101,22:47:00,0,12,4,15,-149,0.8
"243",526,1,2024-10-14,1899-12-31 16:42:00,1899-12-31 16:42:00,"Second","AimLabs","Us","Mirage","CT",NA,NA,NA,NA,NA,NA,1320,57,40,"Loss",13784,1,NA,NA,NA,NA,NA,NA,1,4,0,-3.41,50,51,44,1,"Prem 526",-115,16:42:00,6,NA,NA,NA,NA,NA
